Module	Section	Sample Name	Source
QualiMap	coverage_histogram	scca0539_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0539_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1018_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1018_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT118_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT118_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0509_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0509_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0549_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0549_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0587_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0587_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0586_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0586_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1033_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1033_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1029_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1029_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1026_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1026_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0509_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0509_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0207_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0207_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT047_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT047_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0561_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0561_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT034_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT034_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	insert_size_histogram	scca0583_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0583_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca1046_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1046_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT019_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT019_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	JPV016_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV016_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0201_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0201_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT096_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT096_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1009_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1009_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	JPV022_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV022_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca1001_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1001_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0548_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0548_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0507_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0507_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT031_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT031_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0207_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0207_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0554_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0554_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca1039_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1039_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1040_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1040_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca1025_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1025_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0506_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0506_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0551_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT056_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT034_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT034_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	JPV029_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1020_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	JPV023_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0586_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0586_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0540_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1017_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1017_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0587_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0587_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1011_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT017_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT017_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	JPV009_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1034_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scaa0503_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0550_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0550_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0561_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0561_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1012_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT121_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0200_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0539_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0539_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1018_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1018_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT118_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT118_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0509_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0509_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca0549_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0549_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1033_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1033_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	scca1029_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1029_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SCCA1026_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1026_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	SQT047_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT047_paired_qualimap/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	mapped_gc_distribution	scca0507_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0507_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1017_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1017_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1029_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1029_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT031_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT031_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0583_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0583_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1046_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1046_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT019_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT019_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV016_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV016_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0201_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0201_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT096_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT096_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV022_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV022_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1009_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1009_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV022_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV022_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0550_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0550_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1001_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1001_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1040_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1040_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT017_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT017_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0201_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0201_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0548_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0548_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1018_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1018_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0507_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0507_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT031_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT031_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0207_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0207_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1046_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1046_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0554_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0554_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT096_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT096_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1025_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1025_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1039_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1039_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1040_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1040_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1025_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1025_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0506_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0506_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0583_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0583_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT118_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT118_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1026_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1026_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1039_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1039_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0551_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0548_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0548_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV029_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT056_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT034_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT034_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT121_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV016_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV016_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV029_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1020_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0551_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1012_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV023_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0586_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0586_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0540_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT047_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT047_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV009_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1017_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1017_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1034_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0587_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0587_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0539_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0539_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0554_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0554_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0549_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0549_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV023_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1033_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1033_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT056_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1011_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT017_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT017_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	JPV009_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0200_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0540_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1034_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scaa0503_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0550_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0550_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT019_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT019_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0561_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0561_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1012_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1011_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1020_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scaa0503_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SQT121_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0200_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_paired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca1001_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1001_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	SCCA1009_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1009_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	scca0506_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0506_unpaired_qualimap/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
